FACTORID,SCC,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAP_TO,POLLUTANT,NEI_POLLUTANT_CODE,CAS,FACTOR,UNIT,MEASURE,MATERIAL,ACTION,FORMULA,CONTROL_1,CONTROLCODE_1,CONTROL_2,CONTROLCODE_2,CONTROL_3,CONTROLCODE_3,CONTROL_4,CONTROLCODE_4,CONTROL_5,CONTROLCODE_5,REF_DESC,NOTES,QUALITY,TEST_REPORT_RATING,CREATED,REVOKED,DUPCOUNT,DUPREASON,DATE_CSV_UPDATED,CONDITION,VARIABLE_DEFINITION,APPLICABILITY,DERIVATION
8036,10201202,External Combustion Boilers                           ,Industrial                                                            ,Solid Waste                                                           ,Refuse Derived Fuel                                                   ,,Sulfur oxides (SOx),,   ,1.7,Lb,Tons,Refuse Derived Fuel,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Edited 05/19/92. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",U,5,3/1/1990,,0,,4/18/2022,,,,
11092,10301001,External Combustion Boilers                           ,Commercial/Institutional                              ,Liquified Petroleum Gas (LPG)                                         ,Butane                                                                ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Butane,Burned,9.00E-02*FC,UNCONTROLLED,0,,,,,,,,,"EPA.  1995.  Section 1.5, Liquefied Petroleum Gas Combustion. In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,E,,1/1/1995,12/1/1999,0,,4/18/2022,,FC=Fuel sulfur concentration (gr/100 ft3 gas),,
9949,10300602,External Combustion Boilers                           ,Commercial/Institutional                              ,Natural Gas                                                           ,10-100 Million Btu/hr                                                 ,,Sulfur oxides (SOx),,  ,0.6,Lb,Million Standard Cubic Feet,Natural Gas,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"EPA.  October 1992.  Section 1.4, Natural Gas Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fourth Edition, Supplement E, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,A,,10/1/1992,3/1/1998,0,,9/28/2021,,,,
11106,10301002,External Combustion Boilers                           ,Commercial/Institutional                              ,Liquified Petroleum Gas (LPG)                                         ,Propane                                                               ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Propane,Burned,1.00E-01*FC,UNCONTROLLED,0,,,,,,,,,"EPA.  1995.  Section 1.5, Liquefied Petroleum Gas Combustion. In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,E,,1/1/1995,12/1/1999,0,,4/18/2022,,FC=Fuel sulfur concentration (gr/100 ft3 gas),,
7731,10200907,External Combustion Boilers                           ,Industrial                                                            ,Wood/Bark Waste                                                       ,Wood Cogeneration                                                     ,,Sulfur oxides (SOx),,  ,0.075,Lb,Tons,Wood,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"EPA.  October 1992.  Section 1.6, Wood Waste Combustion in Boilers.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fourth Edition, Supplement E, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,U,,10/1/1992,2/1/1998,0,,4/18/2022,,,,
8038,10201301,External Combustion Boilers                           ,Industrial                                                            ,Liquid Waste                                                          ,Specify Waste Material in Comments                                    ,,Sulfur oxides (SOx),,   ,28,Lb,1000 Gallons,Liquid Waste,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",U,5,3/1/1990,,0,,4/18/2022,,,,
7885,10200910,External Combustion Boilers                           ,Industrial                                                            ,Wood/Bark Waste                                                       ,Fuel cell/Dutch oven boilers **                                       ,,Sulfur oxides (SOx),,   ,0.075,Lb,Tons,Wood/Bark,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"EPA.  February, 1998.  Section 1.6, Wood Waste Combustion In Boilers.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42, Supplement D.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Units are lb of pollutant/ton of wood waste burned.  ,B,60,2/1/1998,9/14/2021,0,,4/18/2022,,,,"Emission factors are based on wet, as-fired wood waste with average properties of 50 weight% moisture and 4500 Btu/lb higher heating value.  SOx emissions ranged from 0.01-0.2 lb of SOx/ton of wood waste burned."
7888,10301201,External Combustion Boilers                           ,Commercial/Institutional                              ,Solid Waste                                                           ,Specify Waste Material in Comments                                    ,,Sulfur oxides (SOx),,   ,1.6,Lb,Tons,Solid Waste,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",U,5,3/1/1990,,0,,4/18/2022,,,,
8059,10201401,External Combustion Boilers                           ,Industrial                                                            ,CO Boiler                                                             ,Natural Gas                                                           ,30600203,Sulfur oxides (SOx),,   ,0.6,Lb,Million Standard Cubic Feet,Natural Gas,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,Emission factor was transferred from natural gas burning boilers assuming process similarity.,,U,5,,,0,,8/13/2021,,,,Emission factor was transferred from natural gas burning boilers assuming process similarity.
5419,10200303,External Combustion Boilers                           ,Industrial                                                            ,Lignite                                                               ,Cyclone Furnace                                                       ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Lignite,Burned,3.00E+01*CS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",A,,3/1/1990,,0,,4/18/2022,,CS=Coal sulfur content (weight %),,
10043,10300701,External Combustion Boilers                           ,Commercial/Institutional                              ,Process Gas                                                           ,POTW Digester Gas-fired Boiler                                        ,,Sulfur oxides (SOx),,   ,4.5,Lb,Million Standard Cubic Feet,Process Gas,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,Emission factor is based on the values from State D.,,U,5,,,0,,8/13/2021,,,,Emission factor is based on the values from State D.
5462,10200306,External Combustion Boilers                           ,Industrial                                                            ,Lignite                                                               ,Spreader Stoker                                                       ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Lignite,Burned,3.00E+01*CS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",B,,3/1/1990,,0,,4/18/2022,,CS=Coal sulfur content (weight %),,
9888,10300601,External Combustion Boilers                           ,Commercial/Institutional                              ,Natural Gas                                                           ,> 100 Million Btu/hr                                                  ,,Sulfur oxides (SOx),,  ,0.6,Lb,Million Standard Cubic Feet,Natural Gas,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"EPA.  October 1992.  Section 1.4, Natural Gas Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fourth Edition, Supplement E, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,A,,10/1/1992,3/1/1998,0,,9/28/2021,,,,
5185,10200226,External Combustion Boilers                           ,Industrial                                                            ,Bituminous/Subbituminous Coal                                         ,Pulverized Coal: Dry Bottom Tangential (Subbituminous Coal)           ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Subbituminous Coal,Burned,3.50E+01*CS,UNCONTROLLED,0,,,,,,,,,"EPA.  September, 1998.  Section 1.1, Bituminous and Subbituminous Coal Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42, Supplement E.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the wt. % sulfur content of the fuel to obtain emission factor in lb/activity units.  ,A,,9/1/1998,,0,,4/18/2022,,CS=Coal sulfur content (weight %),,"Expressed as SO2, including SO2, SO3, and gaseous sulfates.  "
5201,10200229,External Combustion Boilers                           ,Industrial                                                            ,Bituminous/Subbituminous Coal                                         ,Cogeneration (Subbituminous Coal)                                     ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Subbituminous Coal,Burned,3.50E+01*CS,UNCONTROLLED,0,,,,,,,,,"EPA.  1995.  Section 1.1, Bituminous and Subbituminous Coal Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units.,A,,1/1/1995,,0,,4/18/2022,,CS=Coal sulfur content (weight %),,
5351,10200302,External Combustion Boilers                           ,Industrial                                                            ,Lignite                                                               ,"Pulverized Coal: Dry Bottom, Tangential Fired                         ",,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Lignite,Burned,3.00E+01*CS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",A,,3/1/1990,,0,,4/18/2022,,CS=Coal sulfur content (weight %),,
5477,10200307,External Combustion Boilers                           ,Industrial                                                            ,Lignite                                                               ,Cogeneration                                                          ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Lignite,Burned,3.00E+01*CS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",U,,3/1/1990,,0,,4/18/2022,,CS=Coal sulfur content (weight %),,
10028,10300603,External Combustion Boilers                           ,Commercial/Institutional                              ,Natural Gas                                                           ,< 10 Million Btu/hr                                                   ,,Sulfur oxides (SOx),,  ,0.6,Lb,Million Standard Cubic Feet,Natural Gas,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"EPA.  October 1992.  Section 1.4, Natural Gas Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fourth Edition, Supplement E, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,A,,10/1/1992,3/1/1998,0,,9/28/2021,,,,
5281,10200301,External Combustion Boilers                           ,Industrial                                                            ,Lignite                                                               ,"Pulverized Coal: Dry Bottom, Wall Fired                               ",,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Lignite,Burned,3.00E+01*CS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",A,,3/1/1990,,0,,4/18/2022,,CS=Coal sulfur content (weight %),,
10614,10300902,External Combustion Boilers                           ,Commercial/Institutional                              ,Wood/Bark Waste                                                       ,Wood/Bark-fired Boiler                                                ,,Sulfur oxides (SOx),,  ,0.075,Lb,Tons,Wood/Bark,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"EPA.  October 1992.  Section 1.6, Wood Waste Combustion in Boilers.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fourth Edition, Supplement E, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,B,,10/1/1992,2/1/1998,0,,4/18/2022,,,,
8474,10300206,External Combustion Boilers                           ,Commercial/Institutional                              ,Bituminous/Subbituminous Coal                                         ,Pulverized Coal: Dry Bottom (Bituminous Coal)                         ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Bituminous Coal,Burned,3.80E+01*CS,UNCONTROLLED,0,,,,,,,,,"EPA.  September, 1998.  Section 1.1, Bituminous and Subbituminous Coal Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42, Supplement E.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the wt. % sulfur content of the fuel to obtain emission factor in lb/activity units.  ,A,,9/1/1998,,0,,4/18/2022,,CS=Coal sulfur content (weight %),Factor is for Pre-NSPS and Post-NSPS boilers.,"Expressed as SO2, including SO2, SO3, and gaseous sulfates.  "
8475,10300206,External Combustion Boilers                           ,Commercial/Institutional                              ,Bituminous/Subbituminous Coal                                         ,Pulverized Coal: Dry Bottom (Bituminous Coal)                         ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Bituminous Coal,Burned,3.80E+01*CS,LOW NOX BURNER (LNB),205,,,,,,,,,"EPA.  September, 1998.  Section 1.1, Bituminous and Subbituminous Coal Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42, Supplement E.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the wt. % sulfur content of the fuel to obtain emission factor in lb/activity units.  ,A,,9/1/1998,,0,,4/18/2022,,CS=Coal sulfur content (weight %), Factor is for Pre-NSPS boilers.  ,"Expressed as SO2, including SO2, SO3, and gaseous sulfates.  "
9305,10300225,External Combustion Boilers                           ,Commercial/Institutional                              ,Bituminous/Subbituminous Coal                                         ,Traveling Grate (Overfeed) Stoker (Subbituminous Coal)                ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Subbituminous Coal,Burned,3.50E+01*CS,UNCONTROLLED,0,,,,,,,,,"EPA.  September, 1998.  Section 1.1, Bituminous and Subbituminous Coal Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42, Supplement E.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the wt. % sulfur content of the fuel to obtain emission factor in lb/activity units.  ,B,,9/1/1998,,0,,4/18/2022,,CS=Coal sulfur content (weight %),,"Expressed as SO2, including SO2, SO3, and gaseous sulfates.  "
11223,10500114,External Combustion Boilers                           ,Space Heaters                                         ,Industrial                                                            ,Waste Oil: Vaporizing Burner                                          ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Waste Oil,Burned,1.00E+02*FS,UNCONTROLLED,0,,,,,,,,,"EPA.  1995.  Section 1.11, Waste Oil Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. ,D,,1/1/1995,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
10297,10300901,External Combustion Boilers                           ,Commercial/Institutional                              ,Wood/Bark Waste                                                       ,Bark-fired Boiler                                                     ,,Sulfur oxides (SOx),,  ,0.075,Lb,Tons,Bark,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"EPA.  October 1992.  Section 1.6, Wood Waste Combustion in Boilers.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fourth Edition, Supplement E, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,B,,10/1/1992,2/1/1998,0,,4/18/2022,,,,
11128,10301302,External Combustion Boilers                           ,Commercial/Institutional                              ,Liquid Waste                                                          ,Waste Oil                                                             ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Waste Oil,Burned,1.47E+02*FS,UNCONTROLLED,0,,,,,,,,,"EPA.  1995.  Section 1.11, Waste Oil Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. ,C,,1/1/1995,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
11134,10500102,External Combustion Boilers                           ,Space Heaters                                         ,Industrial                                                            ,Coal **                                                               ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Coal,Burned,3.90E+01*CS,UNCONTROLLED,0,,,,,,,,,"EPA.  October 1992.  Section 1.2, Anthracite Coal Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fourth Edition, Supplement E, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,B,,10/1/1992,,0,,4/18/2022,,CS=Coal sulfur content (weight %),,
9306,10300225,External Combustion Boilers                           ,Commercial/Institutional                              ,Bituminous/Subbituminous Coal                                         ,Traveling Grate (Overfeed) Stoker (Subbituminous Coal)                ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Subbituminous Coal,Burned,3.50E+01*CS,CYCLONES (MULTIPLE),121,,,,,,,,,"EPA.  1995.  Section 1.1, Bituminous and Subbituminous Coal Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the wt. % sulfur content of the fuel to obtain emission factor in lb/activity units.  ,B,,1/1/1995,9/1/1998,0,,4/18/2022,,CS=Coal sulfur content (weight %),"Includes traveling grate, vibrating grate and chain grate stokers.","Expressed as SO2, including SO2, SO3, and gaseous sulfates.  "
11144,10500105,External Combustion Boilers                           ,Space Heaters                                         ,Industrial                                                            ,Distillate Oil                                                        ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Distillate Oil,Burned,1.436E+02*FS,UNCONTROLLED,0,,,,,,,,,,Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units.,A,,,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
11165,10500110,External Combustion Boilers                           ,Space Heaters                                         ,Industrial                                                            ,Liquified Petroleum Gas (LPG)                                         ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Liquified Petroleum Gas (LPG),Burned,9.50E-02*FC,UNCONTROLLED,0,,,,,,,,,,,U,,,,0,,4/18/2022,,FC=Fuel sulfur concentration (gr/100 ft3 gas),,
21937,30990001,Industrial Processes                                  ,Fabricated Metal Products                             ,Fuel Fired Equipment                                                  ,Distillate Oil (No. 2): Process Heaters                               ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Distillate Oil (No. 2),Burned,1.436E+02*FS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",A,,3/1/1990,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
21940,30990002,Industrial Processes                                  ,Fabricated Metal Products                             ,Fuel Fired Equipment                                                  ,Residual Oil: Process Heaters                                         ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Residual Oil,Burned,1.586E+02*FS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",A,,3/1/1990,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
21964,31000401,Industrial Processes                                  ,Oil and Gas Production                                ,Process Heaters                                                       ,Distillate Oil (No. 2)                                                ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Distillate Oil (No. 2),Burned,1.436E+02*FS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",A,,3/1/1990,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
10886,10300903,External Combustion Boilers                           ,Commercial/Institutional                              ,Wood/Bark Waste                                                       ,Wood-fired Boiler - Wet Wood (>=20% moisture)                         ,,Sulfur oxides (SOx),,  ,0.075,Lb,Tons,Wood,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"EPA.  October 1992.  Section 1.6, Wood Waste Combustion in Boilers.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fourth Edition, Supplement E, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,B,,10/1/1992,2/1/1998,0,,4/18/2022,,,,
19908,30600111,Industrial Processes                                  ,Petroleum Industry                                    ,Process Heaters                                                       ,Oil-fired (No. 6 Oil) > 100 Million Btu Capacity                      ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Residual Oil (No. 6),Burned,1.593E+02*FS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",U,,3/1/1990,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
9395,10300226,External Combustion Boilers                           ,Commercial/Institutional                              ,Bituminous/Subbituminous Coal                                         ,Pulverized Coal: Dry Bottom Tangential (Subbituminous Coal)           ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Subbituminous Coal,Burned,3.50E+01*CS,UNCONTROLLED,0,,,,,,,,,"EPA.  September, 1998.  Section 1.1, Bituminous and Subbituminous Coal Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42, Supplement E.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the wt. % sulfur content of the fuel to obtain emission factor in lb/activity units.  ,A,,9/1/1998,,0,,4/18/2022,,CS=Coal sulfur content (weight %),,"Expressed as SO2, including SO2, SO3, and gaseous sulfates.  "
11155,10500106,External Combustion Boilers                           ,Space Heaters                                         ,Industrial                                                            ,Natural Gas                                                           ,,Sulfur oxides (SOx),,   ,0.6,Lb,Million Standard Cubic Feet,Natural Gas,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,Emission factor was transferred from natural gas burning boilers assuming process similarity.,,U,5,,,0,,8/13/2021,,,,Emission factor was transferred from natural gas burning boilers assuming process similarity.
11192,10500113,External Combustion Boilers                           ,Space Heaters                                         ,Industrial                                                            ,Waste Oil: Air Atomized Burner                                        ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Waste Oil,Burned,1.07E+02*FS,UNCONTROLLED,0,,,,,,,,,"EPA.  1995.  Section 1.11, Waste Oil Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. ,D,,1/1/1995,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
11229,10500202,External Combustion Boilers                           ,Space Heaters                                         ,Commercial/Institutional                              ,Coal **                                                               ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Coal,Burned,3.90E+01*CS,UNCONTROLLED,0,,,,,,,,,"EPA.  October 1992.  Section 1.2, Anthracite Coal Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fourth Edition, Supplement E, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,U,,10/1/1992,,0,,4/18/2022,,CS=Coal sulfur content (weight %),,
11238,10500205,External Combustion Boilers                           ,Space Heaters                                         ,Commercial/Institutional                              ,Distillate Oil                                                        ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Distillate Oil,Burned,1.436E+02*FS,UNCONTROLLED,0,,,,,,,,,,Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units.,A,,,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
11265,10500210,External Combustion Boilers                           ,Space Heaters                                         ,Commercial/Institutional                              ,Liquified Petroleum Gas (LPG)                                         ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Liquified Petroleum Gas (LPG),Burned,9.50E-02*FC,UNCONTROLLED,0,,,,,,,,,,,U,,,,0,,4/18/2022,,FC=Fuel sulfur concentration (gr/100 ft3 gas),,
